1,60,630,379
29,78,734,396
91,175,567,410
89,68,483,310
63,66,566,299
58,73,570,387
6,63,571,303
42,96,612,353
282,154,592,336
97,2,599,409
229,96,417,211
43,160,774,541
91,121,574,357
42,4,750,469
101,162,882,650
147,119,1078,596
35,168,613,392
64,202,898,574
86,292,1176,639
19,126,598,421
114,106,492,292
62,150,543,339
6,3,932,639
64,240,1508,943
180,205,538,400
16,136,775,418
118,402,1011,733
97,111,928,486
33,150,619,409
30,200,680,452
46,86,557,287
17,80,735,492
228,623,1813,1322
146,92,689,356
126,65,735,347
37,172,559,412
50,73,567,446
15,21,632,288
22,117,513,331
83,28,490,307
12,99,559,348
73,210,439,359
95,232,618,428
55,234,754,492
22,96,496,275
27,74,774,449
54,225,499,610
86,184,723,425
289,433,1462,904
124,469,1375,1105
21,218,771,511
10,223,1522,985
20,67,805,567
15,1,545,347
25,23,761,529
51,117,698,399
22,88,609,437
78,110,410,314
122,149,743,455
44,147,595,435
90,109,422,210
35,575,1254,951
24,149,712,383
180,199,636,430
17,108,624,431
26,132,1009,675
99,270,844,583
530,618,1941,1110
123,82,371,246
336,217,633,432
25,1,786,634
30,27,552,306
40,108,1250,752
55,149,531,359
46,15,289,181
10,55,589,353
5,5,372,290
102,100,724,510
300,221,685,418
103,361,1075,719
135,132,535,330
92,45,534,267
451,625,2092,1763
25,55,456,279
46,69,583,363
87,235,740,517
133,431,1962,1072
55,53,567,269
78,164,411,284
39,141,594,355
21,93,479,331
49,322,925,646
102,211,786,485
42,17,440,282
337,375,1116,745
95,62,402,306
19,74,381,232
338,82,1133,733
79,163,539,393
4,60,519,283
68,138,591,469
82,33,542,234
17,62,425,314
39,127,595,360
61,46,682,336
48,36,572,300
25,44,559,273
33,148,598,368
49,113,463,280
65,101,650,453
56,92,446,327
54,81,728,422
62,145,450,422
19,59,334,258
189,198,756,468
19,138,571,424
7,41,787,431
88,292,1202,770
91,40,509,350
55,104,591,386
73,421,1525,1114
102,130,574,310
67,298,951,620
17,69,423,273
16,95,636,383
23,91,380,222
99,71,702,379
161,167,806,430
10,42,621,362
78,75,594,325
136,424,1973,1075
867,740,2240,1501
3,60,583,320
105,184,473,329
67,85,541,307
604,361,1501,1068
133,177,587,437
77,261,547,422
83,134,1132,594
69,167,587,365
38,114,619,345
86,142,520,349
106,182,548,427
215,155,473,316
91,48,505,359
40,203,1021,575
107,252,1183,783
182,276,1069,622
112,30,486,329
150,113,458,266
228,39,410,237
128,167,674,380
101,72,497,278
31,328,1468,949
60,105,552,337
103,81,408,273
5,5,498,211
37,216,746,502
1,239,1436,932
57,3,615,461
30,81,274,163
125,339,2008,1332
18,27,332,206
16,99,439,254
12,48,230,157
11,208,596,386
22,142,474,326
77,114,960,646
63,175,417,320
427,397,1669,982
355,323,1316,897
35,95,609,331
43,15,248,154
96,73,559,399
25,118,319,232
59,15,753,465
105,64,219,120
24,46,290,188
34,46,563,374
109,132,468,247
72,73,316,217
17,46,247,156
18,36,263,146
26,151,360,256
34,68,232,145
67,227,1005,746
3,60,404,215
22,52,257,176
79,386,765,615
10,55,540,271
27,21,626,433
39,74,233,180
19,52,261,150
55,163,1573,931
64,96,596,360
11,31,271,179
45,40,644,283
57,70,578,328
83,64,269,158
6,30,359,242
31,35,236,162
31,21,258,171
23,51,178,109
43,44,236,156
84,96,299,217
47,97,321,208
12,57,496,257
64,140,609,402
11,55,248,182
121,241,916,559
76,27,732,265
45,161,596,366
45,22,754,460
65,7,486,158
130,466,1471,871
17,41,259,160
109,193,898,552
40,106,547,372
16,73,239,138
19,68,282,203
174,211,904,770
826,511,1285,1084
39,106,976,664
27,46,389,292
29,36,234,170
27,224,455,351
16,31,283,154
532,1,2302,1406
8,60,250,178
49,55,589,363
16,33,255,154
25,82,499,273
4,84,424,264
15,31,241,156
645,634,1525,980
19,69,525,310
58,160,661,442
87,101,629,375
31,141,394,317
23,107,313,326
24,87,365,255
310,231,610,423
34,85,569,309
8,68,256,194
24,53,260,176
35,88,573,339
19,43,301,146
19,74,624,267
120,108,393,203
60,91,727,405
57,155,525,364
15,31,286,148
74,73,239,158
24,122,631,411
28,41,265,198
11,56,613,297
139,152,488,305
12,67,496,266
30,217,759,522
13,97,1576,952
17,54,212,157
53,169,582,389
105,88,252,156
21,45,281,133
128,115,506,358
102,74,257,166
67,102,567,357
4,61,423,276
107,109,444,255
2,1,400,248
208,203,794,499
37,137,997,602
27,65,567,361
12,58,248,150
8,33,195,119
39,33,261,195
13,98,287,198
105,52,356,210
224,89,1114,688
87,75,494,327
80,155,471,320
3,21,558,378
26,149,626,425
39,144,766,532
91,90,874,495
12,86,394,276
11,48,491,237
8,78,377,239
133,243,1151,735
19,22,960,418
21,103,1183,659
333,431,1080,801
137,186,543,351
70,179,388,305
82,153,776,597
51,201,976,661
59,137,760,417
22,50,265,144
61,34,534,370
200,471,1118,848
16,91,300,182
1,18,282,175
52,42,212,173
58,293,803,581
14,53,622,310
53,53,362,244
303,187,940,504
37,182,774,475
97,55,574,327
361,347,1189,747
5,6,291,147
148,126,480,324
29,96,728,427
86,116,340,266
58,177,745,436
17,10,263,122
25,133,972,602
25,60,270,166
5,45,300,176
57,21,450,304
140,180,497,423
24,139,455,396
42,191,846,524
91,59,520,386
23,73,297,202
250,388,1179,682
9,62,269,172
146,129,677,407
29,21,477,299
15,65,441,258
32,121,651,410
40,70,562,350
41,31,565,235
3,24,572,275
57,114,432,291
36,116,571,312
37,81,554,311
204,410,986,730
18,58,439,269
21,198,629,441
74,106,483,319
178,790,3061,2333
114,67,553,371
16,102,621,423
313,188,657,401
7,66,615,359
42,37,624,328
66,68,512,289
157,82,493,257
57,148,568,363
201,112,513,342
92,107,632,416
37,38,540,245
133,73,806,251
435,304,1008,622
37,229,563,429
77,269,1916,1194
32,109,575,267
28,175,898,551
35,105,598,351
82,95,416,268
51,114,393,251
58,222,870,567
57,123,440,284
67,42,596,416
82,273,766,565
82,231,433,330
39,203,728,477
41,212,924,681
6,10,488,142
29,10,525,368
55,489,1994,1207
63,198,1224,700
33,107,609,372
196,156,630,462
29,52,582,403
37,31,407,338
168,138,504,389
232,107,858,600
35,71,554,326
1,37,898,600
27,153,576,388
217,219,830,558
270,350,1011,608
37,126,614,363
39,29,1123,681
14,139,879,542
21,153,304,269
43,36,609,355
34,16,439,246
3,47,423,304
57,73,424,291
160,375,1496,923
82,327,967,706
268,152,794,362
57,101,416,383
102,271,1374,783
25,54,596,295
48,135,543,383
22,160,580,385
196,104,756,449
91,74,509,240
59,176,549,416
200,521,986,789
47,82,614,378
85,200,463,344
93,44,488,207
29,35,560,358
39,124,577,319
73,159,445,376
114,114,682,382
88,158,746,395
43,152,568,360
21,97,622,387
25,117,1015,536
3,108,1333,887
84,107,496,254
80,164,678,389
173,132,497,296
117,222,558,434
82,92,1178,753
120,172,462,392
39,198,992,597
15,77,567,306
80,134,708,456
53,158,1010,463
78,244,1218,696
69,60,600,359
33,72,540,322
301,239,1239,607
257,352,1332,840
595,348,1554,659
375,368,1086,709
100,188,757,453
770,250,1117,463
157,1,455,421
270,288,1481,855
187,95,1013,527
70,351,1214,677
28,33,626,286
62,85,1235,753
58,267,1241,702
189,129,498,253
287,296,1141,846
111,209,712,487
43,49,570,358
82,299,1282,802
25,156,621,352
39,125,564,335
61,214,1237,727
27,80,496,349
74,47,645,370
29,102,475,310
65,130,555,318
293,487,1036,727
113,313,760,539
34,163,554,361
136,171,839,555
81,17,743,463
88,204,1800,1010
23,109,437,313
631,490,1474,979
85,121,486,245
18,61,543,356
22,81,614,386
165,193,924,466
64,49,656,310
116,308,1066,763
70,152,561,294
108,257,1235,683
207,313,1433,969
111,55,346,217
1,1,639,480
22,39,221,160
300,176,1185,711
19,93,382,267
33,48,458,289
19,63,457,306
56,69,558,354
84,31,1128,639
51,377,971,644
6,40,400,246
19,141,586,371
26,36,302,221
26,46,481,228
277,513,1160,833
45,58,460,216
103,205,1330,928
41,60,318,268
35,119,874,538
22,206,514,363
40,98,595,377
75,85,1178,780
1,700,1189,1159
130,346,1489,1090
80,57,376,195
30,32,593,296
52,122,386,253
6,93,281,186
10,13,234,146
63,105,396,353
5,42,797,406
177,229,931,789
44,30,412,199
106,168,752,512
21,1,386,200
187,264,1136,720
50,199,336,346
51,160,834,490
121,293,820,580
511,667,1525,1057
235,508,1369,982
241,478,1441,973
32,218,988,658
8,13,292,155
12,83,439,277
11,25,461,242
43,57,597,451
4,4,200,126
304,224,1294,910
54,140,437,332
65,96,408,299
76,163,1213,721
43,37,565,337
77,121,725,448
295,173,1199,741
87,260,967,644
17,59,387,191
32,104,617,361
359,388,1620,1188
73,192,1202,704
65,64,394,267
52,377,952,674
11,48,288,191
81,138,445,330
60,120,547,300
354,299,1261,810
7,219,632,439
26,110,619,435
51,110,547,381
81,8,389,158
24,56,283,174
670,418,1684,1066
73,164,936,471
78,297,948,621
26,76,205,159
72,109,529,323
8,61,500,273
61,55,566,408
86,137,586,334
86,78,355,284
21,96,380,275
18,99,615,433
112,13,690,391
53,274,894,641
7,44,253,154
8,5,547,267
15,31,249,152
11,36,247,175
194,364,1292,837
8,27,252,145
47,155,999,581
263,598,2349,1638
21,55,283,223
37,139,656,470
19,109,585,409
26,98,428,309
36,162,982,675
71,35,587,375
32,65,287,161
17,54,288,189
7,14,294,174
58,48,340,217
7,49,255,173
36,56,605,455
6,40,250,157
3,41,258,157
22,78,378,236
55,601,1384,982
19,114,620,426
100,20,474,216
99,346,1421,951
85,59,774,522
15,60,242,175
38,99,264,204
121,127,1111,729
45,93,735,433
19,69,369,221
19,143,621,427
15,82,435,271
26,61,283,198
9,27,251,175
93,236,1826,968
8,31,292,179
29,74,359,255
155,108,688,407
56,59,608,378
21,39,238,160
16,49,290,175
65,91,596,409
39,166,739,471
9,16,438,200
129,393,1976,989
7,43,295,190
27,91,563,350
25,57,281,164
26,66,559,286
37,59,675,361
9,48,249,157
61,112,996,667
45,45,599,431
10,62,254,173
16,63,241,172
72,214,934,708
36,99,967,610
14,116,429,326
36,77,603,419
10,30,291,183
15,29,293,192
24,111,618,371
9,30,253,167
18,34,470,346
11,66,244,169
38,162,589,370
55,83,381,249
137,567,3038,1771
19,123,618,354
32,111,630,431
241,244,1408,928
16,41,399,300
8,28,1005,616
96,82,709,468
13,30,251,156
90,40,628,365
2,91,196,198
150,87,472,289
2,35,262,142
90,53,460,257
25,98,591,353
98,133,333,250
16,142,384,292
118,131,575,336
120,324,890,731
33,8,210,100
12,36,254,170
160,203,1363,810
29,6,271,168
7,51,253,156
53,103,483,379
44,62,555,294
172,227,644,432
1,26,201,112
40,66,269,164
71,35,587,375
26,50,253,146
32,42,584,347
17,27,207,98
131,234,1411,896
40,38,224,155
39,52,233,150
52,47,586,260
32,39,232,143
2,49,637,405
18,33,190,117
39,116,569,375
182,155,1743,951
47,92,209,178
24,16,454,304
6,46,268,182
16,35,494,289
53,87,604,348
53,101,543,308
12,48,253,154
121,211,691,462
9,17,296,152
53,66,594,416
14,42,251,161
17,84,899,420
37,186,572,480
78,139,445,266
10,146,623,411
12,61,606,259
31,44,226,157
55,74,459,275
9,44,688,395
67,118,959,617
40,110,537,292
10,79,793,534
10,45,346,224
11,66,236,174
24,26,427,273
1,31,259,153
121,184,724,487
41,68,585,381
47,86,353,239
143,151,470,283
188,126,575,416
231,289,886,617
133,148,806,417
32,22,230,175
419,267,1051,599
31,72,579,383
22,32,278,171
106,366,1196,941
48,111,570,397
47,38,388,213
58,46,630,387
53,59,268,173
20,59,378,237
24,43,233,170
17,17,236,170
173,307,1083,617
16,6,203,151
76,96,447,294
32,135,466,266
91,127,284,186
35,120,605,413
172,358,1109,834
37,65,612,367
11,99,427,229
21,6,341,146
43,101,961,612
53,102,398,234
29,135,581,380
8,53,462,252
53,140,570,338
25,140,537,329
161,191,425,307
34,51,382,258
30,52,385,190
51,91,530,316
88,111,321,222
13,15,939,604
1,69,280,228
63,72,757,462
55,224,884,573
51,180,976,627
164,95,506,343
128,111,547,320
35,123,267,200
58,140,1209,670
14,135,567,305
6,44,270,175
85,106,356,292
205,197,741,425
15,37,284,160
137,114,919,544
8,13,644,255
39,44,472,247
33,97,413,245
191,299,907,667
76,220,829,555
57,59,506,288
83,153,915,437
247,316,772,535
3,62,592,378
169,706,1430,1269
14,20,924,459
15,61,491,310
22,50,261,184
12,6,493,270
11,40,286,189
34,57,419,204
3,16,599,431
46,71,926,629
17,31,453,228
103,75,675,433
91,178,1835,913
143,213,1047,697
30,34,160,101
50,83,239,153
21,61,490,224
79,183,711,455
13,61,265,179
249,242,1549,1380
16,139,590,350
136,499,1450,1045
17,102,284,175
175,280,1486,1036
36,75,626,348
16,76,469,296
81,397,1147,743
20,70,472,315
42,64,584,292
186,355,1100,741
58,121,746,438
13,169,632,419
84,105,355,285
124,232,1507,988
158,200,1457,934
16,54,300,146
34,247,985,542
133,116,930,558
7,100,783,520
656,337,1603,969
13,90,608,254
22,23,376,244
206,96,736,365
12,168,612,347
32,79,378,221
15,46,194,109
4,19,255,172
101,131,674,385
44,136,581,362
9,174,678,388
7,97,313,187
35,41,187,108
38,74,244,179
32,56,783,453
17,104,353,201
26,68,286,193
3,5,485,210
4,16,213,118
19,41,375,241
106,72,711,480
32,79,431,228
12,99,380,216
8,59,498,266
11,29,294,185
30,55,301,187
22,57,155,120
49,34,190,109
23,100,577,381
29,25,471,315
24,53,247,133
75,336,1487,786
9,151,474,300
7,107,575,301
25,89,455,257
43,104,550,299
100,258,753,457
7,66,475,321
38,30,240,138
8,35,255,159
85,43,601,410
5,73,280,221
35,114,550,327
30,118,615,316
12,39,265,142
64,153,614,528
19,98,266,187
16,8,333,245
36,145,670,388
9,5,258,181
29,36,615,448
17,6,894,244
21,9,270,181
58,129,516,281
35,113,611,393
17,111,358,240
53,134,541,329
37,40,406,302
23,18,640,459
5,42,154,88
31,78,361,186
39,195,1001,648
106,224,668,435
16,56,187,108
33,36,660,383
21,23,247,181
14,7,198,120
21,156,975,604
57,405,1212,769
29,142,579,330
41,154,753,483
10,44,258,177
104,231,659,431
13,164,990,458
97,185,483,313
24,90,246,188
27,32,587,395
19,63,349,196
37,124,560,341
3,93,582,328
37,75,330,220
52,199,1500,963
38,49,260,153
43,122,847,420
81,57,367,234
17,68,253,147
122,87,603,331
44,233,1246,812
54,68,633,346
6,80,294,187
12,21,320,218
17,111,358,240
21,57,554,278
6,19,231,144
62,260,974,587
6,9,217,110
11,74,392,255
12,43,133,98
9,25,136,92
50,371,1397,800
16,24,580,282
14,61,938,406
1,79,300,202
30,162,565,379
52,493,1573,1039
37,143,559,309
29,37,300,188
1,43,128,91
30,39,221,125
20,240,862,677
49,99,594,397
7,91,463,296
6,3,158,77
1,18,392,240
1,146,533,357
14,96,290,205
6,76,400,264
22,300,786,552
48,9,610,247
24,90,246,188
5,118,551,293
11,23,248,172
35,73,372,248
2,34,128,81
30,287,999,658
19,10,428,321
313,367,1333,901
18,59,389,264
5,4,214,121
35,259,609,466
13,26,796,479
33,27,602,252
1,47,160,105
21,60,245,181
13,95,611,387
9,13,338,149
51,48,213,172
14,34,279,183
57,191,948,592
79,172,1474,853
41,154,753,483
3,31,258,164
6,32,140,100
38,342,985,659
11,41,247,176
23,38,795,327
1,28,212,120
67,41,198,155
16,14,145,106
11,19,539,317
12,48,292,169
20,42,252,170
123,421,1129,771
78,120,621,431
7,107,575,301
45,155,603,384
22,94,319,212
57,53,223,161
10,29,266,163
5,22,142,84
9,44,230,134
47,76,662,380
23,42,212,162
32,59,200,165
64,101,323,294
11,46,252,132
6,64,241,139
22,73,230,158
1,7,120,95
63,50,581,348
3,7,253,165
89,1,597,316
36,63,478,234
68,18,713,439
10,52,194,109
2,19,104,60
4,15,87,54
33,82,327,200
14,27,590,208
12,50,196,130
19,100,245,172
4,9,98,76
34,28,171,104
17,105,385,243
1,3,224,95
16,64,300,209
3,52,294,162
75,115,576,378
39,43,584,227
42,77,573,431
2,32,156,102
22,64,2159,1050
62,117,465,250
9,77,376,189
218,500,1375,1061
2,1,280,96
2,15,83,61
91,99,529,381
27,108,269,196
3,3,200,114
1,13,222,170
55,48,294,205
28,156,620,372
45,39,594,444
17,89,557,310
8,9,209,93
6,28,297,157
41,60,216,158
5,2,216,74
32,305,1595,981
1,9,141,63
13,14,301,155
6,1,216,74
103,101,604,353
2,38,154,102
30,101,400,248
51,56,264,168
26,126,647,406
210,135,1776,1122
1,33,112,79
3,84,275,192
20,12,256,90
55,145,570,410
9,15,105,66
88,127,666,437
5,94,251,183
1,106,827,571
15,156,920,614
1,20,204,124
1,25,212,151
18,67,472,232
9,94,261,195
19,70,294,232
12,216,252,349
97,210,1211,841
23,22,364,260
27,239,522,411
18,40,218,158
11,307,1471,834
55,123,1437,946
18,38,293,192
21,173,534,343
31,57,487,301
96,487,1375,968
4,14,250,132
39,308,921,590
4,31,157,96
19,112,391,290
24,41,434,218
1,3,220,107
2,16,200,89
7,23,249,136
24,69,283,164
8,16,102,55
61,67,283,212
41,42,262,170
73,94,286,175
116,121,501,339
1,37,296,171
17,46,383,230
3,31,299,180
15,44,245,184
128,185,901,623
4,21,236,160
49,76,343,266
27,38,262,152
28,67,479,284
32,84,569,364
138,268,1953,1088
2,40,259,166
3,80,638,410
15,33,273,173
25,241,751,524
37,34,347,207
41,114,975,670
49,59,239,142
39,64,215,143
149,126,902,554
12,42,248,160
17,121,550,344
13,24,276,180
22,87,787,516
12,48,252,169
29,55,362,210
3,39,281,149
64,121,365,261
49,61,574,349
42,89,588,377
26,21,253,156
36,54,193,131
66,68,599,306
47,59,585,383
25,106,608,414
65,73,504,316
117,465,1946,1123
13,29,285,188
16,58,386,253
185,166,848,541
10,40,252,163
63,42,532,364
32,42,289,195
16,39,260,178
61,29,500,335
1,34,255,165
34,37,256,160
182,615,1950,1371
5,55,258,152
62,80,234,167
31,87,577,365
131,185,838,592
34,144,605,341
13,27,297,183
55,114,610,360
37,76,498,345
22,17,243,153
23,50,250,156
1,31,269,176
84,130,494,310
52,74,566,373
237,144,1359,713
82,105,418,280
64,115,913,439
11,91,274,175
70,238,727,523
183,358,895,661
14,57,255,176
24,45,606,357
23,47,617,344
346,430,1444,1036
18,85,581,400
45,91,553,346
12,61,606,259
7,55,262,167
38,15,558,229
3,56,590,351
9,61,264,161
15,155,486,323
31,69,435,310
8,9,768,450
49,195,1003,617
39,142,617,354
37,53,982,725
198,196,907,643
47,208,997,667
35,157,479,332
70,52,503,266
298,331,1411,883
44,56,397,306
100,145,590,308
50,53,545,377
36,49,387,252
8,17,590,298
70,88,247,188
63,70,382,299
28,135,948,750
60,93,657,353
37,180,615,445
147,517,1942,1269
29,248,760,522
22,25,407,339
15,82,337,223
16,28,418,239
96,33,687,264
32,125,762,503
5,32,588,340
143,99,1966,1497
29,24,591,388
21,105,619,372
47,14,360,181
29,32,472,331
1,66,584,322
172,6,1127,616
14,61,328,250
62,105,976,631
29,54,615,420
101,146,565,395
28,180,988,694
24,28,416,289
72,210,978,665
30,31,611,453
28,199,1005,673
27,154,605,355
70,74,965,677
58,82,430,252
23,62,461,310
2,69,450,309
166,485,1482,1084
110,94,510,343
67,164,607,439
44,121,611,399
170,152,598,413
66,138,1131,872
45,72,600,347
14,50,493,314
39,116,692,313
139,153,391,328
105,119,429,254
32,40,418,191
17,165,385,289
384,351,1199,781
59,166,762,508
5,58,387,272
12,132,633,471
50,76,386,243
43,34,425,267
16,67,639,304
22,10,450,226
2,1,600,340
73,82,1879,1058
147,325,575,600
34,47,437,258
10,132,492,327
70,153,971,711
13,11,312,150
1,6,484,216
8,61,389,209
76,71,479,242
11,13,351,201
37,45,744,554
41,107,988,608
59,67,581,374
13,122,1022,746
29,45,612,445
87,181,969,692
34,185,997,677
40,55,509,337
35,121,383,262
13,98,636,414
40,244,1144,637
85,215,776,511
59,45,414,228
22,30,383,181
76,264,730,526
20,29,583,270
109,113,360,233
55,113,523,331
43,276,973,562
47,164,986,706
68,354,992,669
99,157,479,307
15,76,309,168
52,69,259,208
40,116,552,360
10,202,792,543
12,58,260,178
25,29,265,163
73,278,1010,659
162,87,567,318
47,16,416,198
36,178,988,669
26,217,582,396
180,22,519,229
21,243,617,422
88,298,717,514
27,64,250,177
151,169,573,425
11,79,295,223
7,149,897,556
28,84,433,288
99,147,712,516
91,337,1014,749
24,95,276,237
17,71,227,175
278,284,917,539
96,68,733,497
38,89,379,281
52,289,751,505
6,24,297,153
64,130,554,341
10,31,293,157
19,19,370,230
27,51,442,313
52,99,233,173
1,81,259,168
117,62,295,207
11,117,497,286
40,79,344,209
133,507,1966,1079
359,44,743,440
82,322,1210,726
606,387,1632,921
34,71,245,160
14,49,271,154
124,151,639,390
67,43,573,338
11,39,296,200
18,105,582,371
29,133,350,263
67,133,483,299
85,144,485,314
98,256,1197,737
73,255,1866,934
14,84,290,279
22,48,272,193
63,140,610,395
52,75,523,327
102,68,578,416
104,104,455,287
26,55,271,186
17,61,615,394
50,81,275,198
76,42,709,570
181,503,1917,1113
30,108,296,195
33,156,483,386
143,72,1050,911
238,253,1468,970
19,40,291,183
82,147,988,686
